gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Solyc08g014510.2	Solyc08g014510.2.1	Solyc08g014510.2.1	K4CJ82	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014530.1	Solyc08g014530.1.1	Solyc08g014530.1.1	K4CJ83	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014540.1	Solyc08g014540.1.1	Solyc08g014540.1.1	K4CJ84	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014550.2	Solyc08g014550.2.1	Solyc08g014550.2.1	K4CJ85	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014560.1	Solyc08g014560.1.1	Solyc08g014560.1.1	K4CJ86	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014570.2	Solyc08g014570.2.1	Solyc08g014570.2.1	K4CJ87	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014580.2	Solyc08g014580.2.1	Solyc08g014580.2.1	K4CJ88	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014590.1	Solyc08g014590.1.1	Solyc08g014590.1.1	K4CJ89	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014600.2	Solyc08g014600.2.1	Solyc08g014600.2.1	K4CJ90	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g014610.2	Solyc08g014610.2.1	Solyc08g014610.2.1	K4CJ91	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015620.2	Solyc08g015620.2.1	Solyc08g015620.2.1	K4CJ92	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015630.2	Solyc08g015630.2.1	Solyc08g015630.2.1	K4CJ93	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015640.1	Solyc08g015640.1.1	Solyc08g015640.1.1	K4CJ94	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015650.2	Solyc08g015650.2.1	Solyc08g015650.2.1	K4CJ95	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015660.2	Solyc08g015660.2.1	Solyc08g015660.2.1	K4CJ96	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015670.2	Solyc08g015670.2.1	Solyc08g015670.2.1	K4CJ97	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015680.1	Solyc08g015680.1.1	Solyc08g015680.1.1	K4CJ98	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015690.2	Solyc08g015690.2.1	Solyc08g015690.2.1	K4CJ99	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015700.1	Solyc08g015700.1.1	Solyc08g015700.1.1	K4CJA0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015710.1	Solyc08g015710.1.1	Solyc08g015710.1.1	K4CJA1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015720.1	Solyc08g015720.1.1	Solyc08g015720.1.1	K4CJA2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015730.1	Solyc08g015730.1.1	Solyc08g015730.1.1	K4CJA3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015740.1	Solyc08g015740.1.1	Solyc08g015740.1.1	K4CJA4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015750.1	Solyc08g015750.1.1	Solyc08g015750.1.1	K4CJA5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015770.2	Solyc08g015770.2.1	Solyc08g015770.2.1	K4CJA6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015780.2	Solyc08g015780.2.1	Solyc08g015780.2.1	K4CJA7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015800.1	Solyc08g015800.1.1	Solyc08g015800.1.1	K4CJA8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015810.1	Solyc08g015810.1.1	Solyc08g015810.1.1	K4CJA9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015820.1	Solyc08g015820.1.1	Solyc08g015820.1.1	K4CJB0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015830.1	Solyc08g015830.1.1	Solyc08g015830.1.1	K4CJB1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015840.1	Solyc08g015840.1.1	Solyc08g015840.1.1	K4CJB2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015850.1	Solyc08g015850.1.1	Solyc08g015850.1.1	K4CJB3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015860.2	Solyc08g015860.2.1	Solyc08g015860.2.1	K4CJB4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015870.2	Solyc08g015870.2.1	Solyc08g015870.2.1	K4CJB5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015880.1	Solyc08g015880.1.1	Solyc08g015880.1.1	K4CJB6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015890.1	Solyc08g015890.1.1	Solyc08g015890.1.1	K4CJB7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015900.1	Solyc08g015900.1.1	Solyc08g015900.1.1	K4CJB8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015910.1	Solyc08g015910.1.1	Solyc08g015910.1.1	K4CJB9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015920.1	Solyc08g015920.1.1	Solyc08g015920.1.1	K4CJC0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015930.1	Solyc08g015930.1.1	Solyc08g015930.1.1	K4CJC1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015940.2	Solyc08g015940.2.1	Solyc08g015940.2.1	K4CJC2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015950.1	Solyc08g015950.1.1	Solyc08g015950.1.1	K4CJC3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015960.2	Solyc08g015960.2.1	Solyc08g015960.2.1	K4CJC4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015980.1	Solyc08g015980.1.1	Solyc08g015980.1.1	K4CJC5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g015990.2	Solyc08g015990.2.1	Solyc08g015990.2.1	K4CJC6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016000.1	Solyc08g016000.1.1	Solyc08g016000.1.1	K4CJC7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016010.2	Solyc08g016010.2.1	Solyc08g016010.2.1	K4CJC8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016020.2	Solyc08g016020.2.1	Solyc08g016020.2.1	K4CJC9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016050.2	Solyc08g016050.2.1	Solyc08g016050.2.1	K4CJD0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016060.1	Solyc08g016060.1.1	Solyc08g016060.1.1	K4CJD1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016070.1	Solyc08g016070.1.1	Solyc08g016070.1.1	K4CJD2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016080.2	Solyc08g016080.2.1	Solyc08g016080.2.1	K4CJD3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016090.2	Solyc08g016090.2.1	Solyc08g016090.2.1	K4CJD4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016100.1	Solyc08g016100.1.1	Solyc08g016100.1.1	K4CJD5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016110.1	Solyc08g016110.1.1	Solyc08g016110.1.1	K4CJD6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016120.1	Solyc08g016120.1.1	Solyc08g016120.1.1	K4CJD7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016130.1	Solyc08g016130.1.1	Solyc08g016130.1.1	K4CJD8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016150.1	Solyc08g016150.1.1	Solyc08g016150.1.1	K4CJD9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016160.2	Solyc08g016160.2.1	Solyc08g016160.2.1	K4CJE0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016170.2	Solyc08g016170.2.1	Solyc08g016170.2.1	K4CJE1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016180.2	Solyc08g016180.2.1	Solyc08g016180.2.1	K4CJE2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016190.2	Solyc08g016190.2.1	Solyc08g016190.2.1	K4CJE3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016200.2	Solyc08g016200.2.1	Solyc08g016200.2.1	K4CJE4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016210.2	Solyc08g016210.2.1	Solyc08g016210.2.1	K4CJE5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016220.1	Solyc08g016220.1.1	Solyc08g016220.1.1	K4CJE6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016230.1	Solyc08g016230.1.1	Solyc08g016230.1.1	K4CJE7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016240.1	Solyc08g016240.1.1	Solyc08g016240.1.1	K4CJE8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016250.1	Solyc08g016250.1.1	Solyc08g016250.1.1	K4CJE9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016260.1	Solyc08g016260.1.1	Solyc08g016260.1.1	K4CJF0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016270.1	Solyc08g016270.1.1	Solyc08g016270.1.1	K4CJF1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016280.1	Solyc08g016280.1.1	Solyc08g016280.1.1	K4CJF2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016290.1	Solyc08g016290.1.1	Solyc08g016290.1.1	K4CJF3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016300.1	Solyc08g016300.1.1	Solyc08g016300.1.1	K4CJF4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016310.2	Solyc08g016310.2.1	Solyc08g016310.2.1	K4CJF5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016320.1	Solyc08g016320.1.1	Solyc08g016320.1.1	K4CJF6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016330.1	Solyc08g016330.1.1	Solyc08g016330.1.1	K4CJF7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016340.1	Solyc08g016340.1.1	Solyc08g016340.1.1	K4CJF8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016350.1	Solyc08g016350.1.1	Solyc08g016350.1.1	K4CJF9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016360.1	Solyc08g016360.1.1	Solyc08g016360.1.1	K4CJG0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016370.1	Solyc08g016370.1.1	Solyc08g016370.1.1	K4CJG1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016380.1	Solyc08g016380.1.1	Solyc08g016380.1.1	K4CJG2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016390.1	Solyc08g016390.1.1	Solyc08g016390.1.1	K4CJG3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016400.1	Solyc08g016400.1.1	Solyc08g016400.1.1	K4CJG4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016410.1	Solyc08g016410.1.1	Solyc08g016410.1.1	K4CJG5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016420.2	Solyc08g016420.2.1	Solyc08g016420.2.1	K4CJG6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016430.1	Solyc08g016430.1.1	Solyc08g016430.1.1	K4CJG7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016440.2	Solyc08g016440.2.1	Solyc08g016440.2.1	K4CJG8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016450.2	Solyc08g016450.2.1	Solyc08g016450.2.1	K4CJG9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016470.1	Solyc08g016470.1.1	Solyc08g016470.1.1	K4CJH0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016480.1	Solyc08g016480.1.1	Solyc08g016480.1.1	K4CJH1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016490.1	Solyc08g016490.1.1	Solyc08g016490.1.1	K4CJH2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016500.2	Solyc08g016500.2.1	Solyc08g016500.2.1	K4CJH3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016510.2	Solyc08g016510.2.1	Solyc08g016510.2.1	K4CJH4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016520.1	Solyc08g016520.1.1	Solyc08g016520.1.1	K4CJH5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016540.1	Solyc08g016540.1.1	Solyc08g016540.1.1	K4CJH6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016550.2	Solyc08g016550.2.1	Solyc08g016550.2.1	K4CJH7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016560.1	Solyc08g016560.1.1	Solyc08g016560.1.1	K4CJH8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016570.1	Solyc08g016570.1.1	Solyc08g016570.1.1	K4CJH9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016580.1	Solyc08g016580.1.1	Solyc08g016580.1.1	K4CJI0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016600.1	Solyc08g016600.1.1	Solyc08g016600.1.1	K4CJI1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016610.1	Solyc08g016610.1.1	Solyc08g016610.1.1	K4CJI2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016620.2	Solyc08g016620.2.1	Solyc08g016620.2.1	K4CJI3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016630.1	Solyc08g016630.1.1	Solyc08g016630.1.1	K4CJI4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016650.1	Solyc08g016650.1.1	Solyc08g016650.1.1	K4CJI5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016660.1	Solyc08g016660.1.1	Solyc08g016660.1.1	K4CJI6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016670.2	Solyc08g016670.2.1	Solyc08g016670.2.1	K4CJI7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016680.1	Solyc08g016680.1.1	Solyc08g016680.1.1	K4CJI8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016700.1	Solyc08g016700.1.1	Solyc08g016700.1.1	K4CJI9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016710.1	Solyc08g016710.1.1	Solyc08g016710.1.1	K4CJJ0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016720.1	Solyc08g016720.1.1	Solyc08g016720.1.1	K4CJJ1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016730.1	Solyc08g016730.1.1	Solyc08g016730.1.1	K4CJJ2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016740.1	Solyc08g016740.1.1	Solyc08g016740.1.1	K4CJJ3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016750.2	Solyc08g016750.2.1	Solyc08g016750.2.1	K4CJJ4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016760.1	Solyc08g016760.1.1	Solyc08g016760.1.1	K4CJJ5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016770.2	Solyc08g016770.2.1	Solyc08g016770.2.1	K4CJJ6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016780.1	Solyc08g016780.1.1	Solyc08g016780.1.1	K4CJJ7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g016790.1	Solyc08g016790.1.1	Solyc08g016790.1.1	K4CJJ8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021790.1	Solyc08g021790.1.1	Solyc08g021790.1.1	K4CJJ9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021800.1	Solyc08g021800.1.1	Solyc08g021800.1.1	K4CJK0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021810.1	Solyc08g021810.1.1	Solyc08g021810.1.1	K4CJK1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021820.2	Solyc08g021820.2.1	Solyc08g021820.2.1	G9HPX2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021830.1	Solyc08g021830.1.1	Solyc08g021830.1.1	K4CJK3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021840.1	Solyc08g021840.1.1	Solyc08g021840.1.1	K4CJK4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021850.1	Solyc08g021850.1.1	Solyc08g021850.1.1	K4CJK5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021860.1	Solyc08g021860.1.1	Solyc08g021860.1.1	K4CJK6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021870.1	Solyc08g021870.1.1	Solyc08g021870.1.1	K4CJK7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021880.1	Solyc08g021880.1.1	Solyc08g021880.1.1	K4CJK8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021890.2	Solyc08g021890.2.1	Solyc08g021890.2.1	K4CJK9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021900.1	Solyc08g021900.1.1	Solyc08g021900.1.1	K4CJL0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021910.1	Solyc08g021910.1.1	Solyc08g021910.1.1	K4CJL1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021920.2	Solyc08g021920.2.1	Solyc08g021920.2.1	K4CJL2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021930.2	Solyc08g021930.2.1	Solyc08g021930.2.1	K4CJL3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021940.1	Solyc08g021940.1.1	Solyc08g021940.1.1	K4CJL4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021950.1	Solyc08g021950.1.1	Solyc08g021950.1.1	K4CJL5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021960.2	Solyc08g021960.2.1	Solyc08g021960.2.1	K4CJL6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021970.1	Solyc08g021970.1.1	Solyc08g021970.1.1	K4CJL7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021980.1	Solyc08g021980.1.1	Solyc08g021980.1.1	K4CJL8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g021990.1	Solyc08g021990.1.1	Solyc08g021990.1.1	K4CJL9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022000.1	Solyc08g022000.1.1	Solyc08g022000.1.1	K4CJM0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022010.1	Solyc08g022010.1.1	Solyc08g022010.1.1	K4CJM1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022020.1	Solyc08g022020.1.1	Solyc08g022020.1.1	K4CJM2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022030.2	Solyc08g022030.2.1	Solyc08g022030.2.1	K4CJM3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022040.1	Solyc08g022040.1.1	Solyc08g022040.1.1	K4CJM4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022050.1	Solyc08g022050.1.1	Solyc08g022050.1.1	K4CJM5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022060.1	Solyc08g022060.1.1	Solyc08g022060.1.1	K4CJM6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022070.2	Solyc08g022070.2.1	Solyc08g022070.2.1	K4CJM7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022080.2	Solyc08g022080.2.1	Solyc08g022080.2.1	K4CJM8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022090.1	Solyc08g022090.1.1	Solyc08g022090.1.1	K4CJM9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022100.1	Solyc08g022100.1.1	Solyc08g022100.1.1	K4CJN0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022110.2	Solyc08g022110.2.1	Solyc08g022110.2.1	K4CJN1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022120.2	Solyc08g022120.2.1	Solyc08g022120.2.1	K4CJN2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022130.1	Solyc08g022130.1.1	Solyc08g022130.1.1	K4CJN3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022140.1	Solyc08g022140.1.1	Solyc08g022140.1.1	K4CJN4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022150.1	Solyc08g022150.1.1	Solyc08g022150.1.1	K4CJN5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022160.1	Solyc08g022160.1.1	Solyc08g022160.1.1	K4CJN6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022170.1	Solyc08g022170.1.1	Solyc08g022170.1.1	K4CJN7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022180.1	Solyc08g022180.1.1	Solyc08g022180.1.1	K4CJN8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022190.1	Solyc08g022190.1.1	Solyc08g022190.1.1	K4CJN9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022200.1	Solyc08g022200.1.1	Solyc08g022200.1.1	K4CJP0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022210.2	Solyc08g022210.2.1	Solyc08g022210.2.1	K4CJP1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022220.1	Solyc08g022220.1.1	Solyc08g022220.1.1	K4CJP2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g022240.1	Solyc08g022240.1.1	Solyc08g022240.1.1	K4CJP3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023240.1	Solyc08g023240.1.1	Solyc08g023240.1.1	K4CJP4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023250.1	Solyc08g023250.1.1	Solyc08g023250.1.1	K4CJP5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023260.1	Solyc08g023260.1.1	Solyc08g023260.1.1	K4CJP6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023270.2	Solyc08g023270.2.1	Solyc08g023270.2.1	K4CJP7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023280.2	Solyc08g023280.2.1	Solyc08g023280.2.1	K4CJP8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023310.1	Solyc08g023310.1.1	Solyc08g023310.1.1	K4CJP9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023320.1	Solyc08g023320.1.1	Solyc08g023320.1.1	K4CJQ0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023330.1	Solyc08g023330.1.1	Solyc08g023330.1.1	K4CJQ1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023340.2	Solyc08g023340.2.1	Solyc08g023340.2.1	K4CJQ2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023350.1	Solyc08g023350.1.1	Solyc08g023350.1.1	K4CJQ3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023360.1	Solyc08g023360.1.1	Solyc08g023360.1.1	K4CJQ4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023370.1	Solyc08g023370.1.1	Solyc08g023370.1.1	K4CJQ5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023380.1	Solyc08g023380.1.1	Solyc08g023380.1.1	K4CJQ6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023390.1	Solyc08g023390.1.1	Solyc08g023390.1.1	K4CJQ7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023400.1	Solyc08g023400.1.1	Solyc08g023400.1.1	K4CJQ8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023410.1	Solyc08g023410.1.1	Solyc08g023410.1.1	K4CJQ9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023420.1	Solyc08g023420.1.1	Solyc08g023420.1.1	K4CJR0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023430.1	Solyc08g023430.1.1	Solyc08g023430.1.1	K4CJR1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023440.2	Solyc08g023440.2.1	Solyc08g023440.2.1	K4CJR2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023460.2	Solyc08g023460.2.1	Solyc08g023460.2.1	K4CJR3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023470.2	Solyc08g023470.2.1	Solyc08g023470.2.1	Q1A746	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023480.1	Solyc08g023480.1.1	Solyc08g023480.1.1	K4CJR5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023490.2	Solyc08g023490.2.1	Solyc08g023490.2.1	K4CJR6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023500.2	Solyc08g023500.2.1	Solyc08g023500.2.1	K4CJR7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023510.1	Solyc08g023510.1.1	Solyc08g023510.1.1	K4CJR8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023520.1	Solyc08g023520.1.1	Solyc08g023520.1.1	K4CJR9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023530.1	Solyc08g023530.1.1	Solyc08g023530.1.1	K4CJS0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023540.1	Solyc08g023540.1.1	Solyc08g023540.1.1	K4CJS1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023550.1	Solyc08g023550.1.1	Solyc08g023550.1.1	K4CJS2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023560.2	Solyc08g023560.2.1	Solyc08g023560.2.1	K4CJS3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023570.1	Solyc08g023570.1.1	Solyc08g023570.1.1	K4CJS4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023580.2	Solyc08g023580.2.1	Solyc08g023580.2.1	K4CJS5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023590.2	Solyc08g023590.2.1	Solyc08g023590.2.1	K4CJS6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023600.1	Solyc08g023600.1.1	Solyc08g023600.1.1	K4CJS7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023630.2	Solyc08g023630.2.1	Solyc08g023630.2.1	K4CJS8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023640.1	Solyc08g023640.1.1	Solyc08g023640.1.1	K4CJS9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023650.2	Solyc08g023650.2.1	Solyc08g023650.2.1	K4CJT0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g023660.2	Solyc08g023660.2.1	Solyc08g023660.2.1	K4CJT1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g028660.1	Solyc08g028660.1.1	Solyc08g028660.1.1	K4CJT2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g028670.1	Solyc08g028670.1.1	Solyc08g028670.1.1	K4CJT3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g028680.1	Solyc08g028680.1.1	Solyc08g028680.1.1	K4CJT4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc08g028690.2	Solyc08g028690.2.1	Solyc08g028690.2.1	K4CJT5	Uniprot/SPTREMBL	NONE	-	-	-
